,Product,F22031,F23197,F30658,F34365,F5677,F63912,F9670,H27930,H47921,H5708,M1608,M37351,M55212,M74707,PA7,PAO1,S86968,T38079,T52373,T6313,T63266,W16407,W25637,W36662,W45909,W60856,W70332,W91453,X78812,X9820
fig|287.6770.peg.5533,Probable transcription regulator Mig-14,fig|287.6613.peg.5602,fig|287.6611.peg.5510,fig|287.6614.peg.6215,fig|287.6616.peg.5492,fig|287.6612.peg.5704,fig|287.6618.peg.5719,fig|287.6615.peg.5872,fig|287.6617.peg.5562,fig|287.6621.peg.5832,fig|287.6619.peg.5322,fig|287.6622.peg.5504,fig|287.6623.peg.5970,fig|287.6624.peg.6306,fig|287.6625.peg.5514,fig|287.6657.peg.5647,fig|287.6655.peg.5271,fig|287.6631.peg.5925,fig|287.6628.peg.5815,fig|287.6632.peg.5330,fig|287.6629.peg.5967,fig|287.6635.peg.5534,fig|287.6633.peg.5830,fig|287.6634.peg.6268,fig|287.6637.peg.5825,fig|287.6636.peg.5794,fig|287.6620.peg.5917,fig|287.6630.peg.5749,fig|287.6639.peg.6135,fig|287.6638.peg.5332,fig|287.6627.peg.5417
fig|287.6770.peg.5534,Glycosyl transferase in large core OS assembly cluster,fig|287.6613.peg.5603,fig|287.6611.peg.5511,fig|287.6614.peg.6216,fig|287.6616.peg.5493,fig|287.6612.peg.5705,fig|287.6618.peg.5720,fig|287.6615.peg.5873,fig|287.6617.peg.5563,fig|287.6621.peg.5833,fig|287.6619.peg.5323,fig|287.6622.peg.5505,fig|287.6623.peg.5971,fig|287.6624.peg.6307,fig|287.6625.peg.5515,fig|287.6657.peg.5648,fig|287.6655.peg.5272,fig|287.6631.peg.5926,fig|287.6628.peg.5816,fig|287.6632.peg.5331,fig|287.6629.peg.5968,fig|287.6635.peg.5535,fig|287.6633.peg.5831,fig|287.6634.peg.6269,fig|287.6637.peg.5826,fig|287.6636.peg.5795,fig|287.6620.peg.5918,fig|287.6630.peg.5750,fig|287.6639.peg.6136,fig|287.6638.peg.5333,fig|287.6627.peg.5418
fig|287.6770.peg.5535,Carbamoyltransferase in large core OS assembly cluster,fig|287.6613.peg.5604,fig|287.6611.peg.5512,fig|287.6614.peg.6217,fig|287.6616.peg.5494,fig|287.6612.peg.5706,fig|287.6618.peg.5721,fig|287.6615.peg.5874,fig|287.6617.peg.5564,fig|287.6621.peg.5834,fig|287.6619.peg.5324,fig|287.6622.peg.5506,fig|287.6623.peg.5972,fig|287.6624.peg.6308,fig|287.6625.peg.5516,fig|287.6657.peg.5649,fig|287.6655.peg.5273,fig|287.6631.peg.5927,fig|287.6628.peg.5817,fig|287.6632.peg.5332,fig|287.6629.peg.5969,fig|287.6635.peg.5536,fig|287.6633.peg.5832,fig|287.6634.peg.6270,fig|287.6637.peg.5827,fig|287.6636.peg.5796,fig|287.6620.peg.5919,fig|287.6630.peg.5751,fig|287.6639.peg.6137,fig|287.6638.peg.5334,fig|287.6627.peg.5419
fig|287.6770.peg.5536,Serine/threonine protein kinase,fig|287.6613.peg.5605,fig|287.6611.peg.5513,fig|287.6614.peg.6218,fig|287.6616.peg.5495,fig|287.6612.peg.5707,fig|287.6618.peg.5722,fig|287.6615.peg.5875,fig|287.6617.peg.5565,fig|287.6621.peg.5835,fig|287.6619.peg.5325,fig|287.6622.peg.5507,fig|287.6623.peg.5973,fig|287.6624.peg.6309,fig|287.6625.peg.5517,fig|287.6657.peg.5650,fig|287.6655.peg.5274,fig|287.6631.peg.5928,fig|287.6628.peg.5818,fig|287.6632.peg.5333,fig|287.6629.peg.5970,fig|287.6635.peg.5537,fig|287.6633.peg.5833,fig|287.6634.peg.6271,fig|287.6637.peg.5828,fig|287.6636.peg.5797,fig|287.6620.peg.5920,fig|287.6630.peg.5752,fig|287.6639.peg.6138,fig|287.6638.peg.5335,fig|287.6627.peg.5420
fig|287.6770.peg.5537,hypothetical protein,fig|287.6613.peg.5606,fig|287.6611.peg.5514,fig|287.6614.peg.6219,fig|287.6616.peg.5496,fig|287.6612.peg.5708,fig|287.6618.peg.5723,fig|287.6615.peg.5876,fig|287.6617.peg.5566,fig|287.6621.peg.5836,fig|287.6619.peg.5326,fig|287.6622.peg.5508,fig|287.6623.peg.5974,fig|287.6624.peg.6310,fig|287.6625.peg.5518,fig|287.6657.peg.5651,fig|287.6655.peg.5275,fig|287.6631.peg.5929,fig|287.6628.peg.5819,fig|287.6632.peg.5334,fig|287.6629.peg.5971,fig|287.6635.peg.5538,fig|287.6633.peg.5834,fig|287.6634.peg.6272,fig|287.6637.peg.5829,fig|287.6636.peg.5798,fig|287.6620.peg.5921,fig|287.6630.peg.5753,fig|287.6639.peg.6139,fig|287.6638.peg.5336,fig|287.6627.peg.5421
fig|287.6770.peg.5538,"Heptose kinase WapQ, eukaryotic type",fig|287.6613.peg.5607,fig|287.6611.peg.5515,fig|287.6614.peg.6220,fig|287.6616.peg.5497,fig|287.6612.peg.5709,fig|287.6618.peg.5724,fig|287.6615.peg.5877,fig|287.6617.peg.5567,fig|287.6621.peg.5837,fig|287.6619.peg.5327,fig|287.6622.peg.5509,fig|287.6623.peg.5975,fig|287.6624.peg.6311,fig|287.6625.peg.5519,fig|287.6657.peg.5652,fig|287.6655.peg.5276,fig|287.6631.peg.5930,fig|287.6628.peg.5820,fig|287.6632.peg.5335,fig|287.6629.peg.5972,fig|287.6635.peg.5539,fig|287.6633.peg.5835,fig|287.6634.peg.6273,fig|287.6637.peg.5830,fig|287.6636.peg.5799,fig|287.6620.peg.5922,fig|287.6630.peg.5754,fig|287.6639.peg.6140,fig|287.6638.peg.5337,fig|287.6627.peg.5422
fig|287.6770.peg.5539,Lipopolysaccharide core heptose(I) kinase RfaP,fig|287.6613.peg.5608,fig|287.6611.peg.5516,fig|287.6614.peg.6221,fig|287.6616.peg.5498,fig|287.6612.peg.5710,fig|287.6618.peg.5725,fig|287.6615.peg.5878,fig|287.6617.peg.5568,fig|287.6621.peg.5838,fig|287.6619.peg.5328,fig|287.6622.peg.5510,fig|287.6623.peg.5976,fig|287.6624.peg.6312,fig|287.6625.peg.5520,fig|287.6657.peg.5653,fig|287.6655.peg.5277,fig|287.6631.peg.5931,fig|287.6628.peg.5821,fig|287.6632.peg.5336,fig|287.6629.peg.5973,,fig|287.6633.peg.5836,fig|287.6634.peg.6274,fig|287.6637.peg.5831,fig|287.6636.peg.5800,fig|287.6620.peg.5923,fig|287.6630.peg.5755,fig|287.6639.peg.6141,fig|287.6638.peg.5338,fig|287.6627.peg.5423
fig|287.6770.peg.553,Acyl-CoA dehydrogenase 2 [fadN-fadA-fadE operon] (EC 1.3.8.7),fig|287.6613.peg.543,fig|287.6611.peg.544,fig|287.6614.peg.548,fig|287.6616.peg.538,fig|287.6612.peg.545,fig|287.6618.peg.528,fig|287.6615.peg.561,fig|287.6617.peg.547,fig|287.6621.peg.614,fig|287.6619.peg.558,fig|287.6622.peg.606,fig|287.6623.peg.608,fig|287.6624.peg.549,fig|287.6625.peg.533,fig|287.6657.peg.611,fig|287.6655.peg.542,fig|287.6631.peg.552,fig|287.6628.peg.556,fig|287.6632.peg.543,fig|287.6629.peg.597,fig|287.6635.peg.547,fig|287.6633.peg.543,fig|287.6634.peg.551,fig|287.6637.peg.635,fig|287.6636.peg.540,fig|287.6620.peg.547,fig|287.6630.peg.562,fig|287.6639.peg.551,fig|287.6638.peg.543,fig|287.6627.peg.531
fig|287.6770.peg.5540,"UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG",fig|287.6613.peg.5609,fig|287.6611.peg.5517,fig|287.6614.peg.6222,fig|287.6616.peg.5499,fig|287.6612.peg.5711,fig|287.6618.peg.5726,fig|287.6615.peg.5879,fig|287.6617.peg.5569,fig|287.6621.peg.5839,fig|287.6619.peg.5329,fig|287.6622.peg.5511,fig|287.6623.peg.5977,fig|287.6624.peg.6313,fig|287.6625.peg.5521,fig|287.6657.peg.5654,fig|287.6655.peg.5278,fig|287.6631.peg.5932,fig|287.6628.peg.5822,fig|287.6632.peg.5337,fig|287.6629.peg.5974,,fig|287.6633.peg.5837,fig|287.6634.peg.6275,fig|287.6637.peg.5832,fig|287.6636.peg.5801,fig|287.6620.peg.5924,fig|287.6630.peg.5756,fig|287.6639.peg.6142,fig|287.6638.peg.5339,fig|287.6627.peg.5424
fig|287.6770.peg.5541,Lipopolysaccharide core heptosyltransferase I,fig|287.6613.peg.5610,fig|287.6611.peg.5518,fig|287.6614.peg.6223,fig|287.6616.peg.5500,fig|287.6612.peg.5712,fig|287.6618.peg.5727,fig|287.6615.peg.5880,fig|287.6617.peg.5570,fig|287.6621.peg.5840,fig|287.6619.peg.5330,fig|287.6622.peg.5512,fig|287.6623.peg.5978,fig|287.6624.peg.6314,fig|287.6625.peg.5522,fig|287.6657.peg.5655,fig|287.6655.peg.5279,fig|287.6631.peg.5933,fig|287.6628.peg.5823,fig|287.6632.peg.5338,fig|287.6629.peg.5975,fig|287.6635.peg.5542,fig|287.6633.peg.5838,fig|287.6634.peg.6276,fig|287.6637.peg.5833,fig|287.6636.peg.5802,fig|287.6620.peg.5925,fig|287.6630.peg.5757,fig|287.6639.peg.6143,fig|287.6638.peg.5340,fig|287.6627.peg.5425
fig|287.6770.peg.5542,ADP-heptose--lipooligosaccharide heptosyltransferase II,fig|287.6613.peg.5611,fig|287.6611.peg.5519,fig|287.6614.peg.6224,fig|287.6616.peg.5501,fig|287.6612.peg.5713,fig|287.6618.peg.5728,fig|287.6615.peg.5881,fig|287.6617.peg.5571,fig|287.6621.peg.5841,fig|287.6619.peg.5331,fig|287.6622.peg.5513,fig|287.6623.peg.5979,fig|287.6624.peg.6315,fig|287.6625.peg.5523,fig|287.6657.peg.5656,fig|287.6655.peg.5280,fig|287.6631.peg.5934,fig|287.6628.peg.5824,fig|287.6632.peg.5339,fig|287.6629.peg.5976,fig|287.6635.peg.5543,fig|287.6633.peg.5839,fig|287.6634.peg.6277,fig|287.6637.peg.5834,fig|287.6636.peg.5803,fig|287.6620.peg.5926,fig|287.6630.peg.5758,fig|287.6639.peg.6144,fig|287.6638.peg.5341,fig|287.6627.peg.5426
fig|287.6770.peg.5543,Branched-chain amino acid aminotransferase (EC 2.6.1.42),fig|287.6613.peg.5612,fig|287.6611.peg.5520,fig|287.6614.peg.6225,fig|287.6616.peg.5502,fig|287.6612.peg.5714,fig|287.6618.peg.5729,fig|287.6615.peg.5882,fig|287.6617.peg.5572,fig|287.6621.peg.5842,fig|287.6619.peg.5332,fig|287.6622.peg.5514,fig|287.6623.peg.5980,fig|287.6624.peg.6316,fig|287.6625.peg.5524,fig|287.6657.peg.5657,fig|287.6655.peg.5281,fig|287.6631.peg.5935,fig|287.6628.peg.5825,fig|287.6632.peg.5340,fig|287.6629.peg.5977,fig|287.6635.peg.5544,fig|287.6633.peg.5840,fig|287.6634.peg.6278,fig|287.6637.peg.5835,fig|287.6636.peg.5804,fig|287.6620.peg.5927,fig|287.6630.peg.5759,fig|287.6639.peg.6145,fig|287.6638.peg.5342,fig|287.6627.peg.5427
fig|287.6770.peg.5544,Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) / Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42),fig|287.6613.peg.5613,fig|287.6611.peg.5521,fig|287.6614.peg.6226,fig|287.6616.peg.5503,fig|287.6612.peg.5715,fig|287.6618.peg.5730,fig|287.6615.peg.5883,fig|287.6617.peg.5573,fig|287.6621.peg.5843,fig|287.6619.peg.5333,fig|287.6622.peg.5515,fig|287.6623.peg.5981,fig|287.6624.peg.6317,fig|287.6625.peg.5525,fig|287.6657.peg.5658,fig|287.6655.peg.5282,fig|287.6631.peg.5936,fig|287.6628.peg.5826,fig|287.6632.peg.5341,fig|287.6629.peg.5978,fig|287.6635.peg.5545,fig|287.6633.peg.5841,fig|287.6634.peg.6279,fig|287.6637.peg.5836,fig|287.6636.peg.5805,fig|287.6620.peg.5928,fig|287.6630.peg.5760,fig|287.6639.peg.6146,fig|287.6638.peg.5343,fig|287.6627.peg.5428
fig|287.6770.peg.5545,Pyruvate dehydrogenase E1 component (EC 1.2.4.1),fig|287.6613.peg.5614,fig|287.6611.peg.5522,fig|287.6614.peg.6227,fig|287.6616.peg.5504,fig|287.6612.peg.5716,fig|287.6618.peg.5731,fig|287.6615.peg.5884,fig|287.6617.peg.5574,fig|287.6621.peg.5844,fig|287.6619.peg.5334,fig|287.6622.peg.5516,fig|287.6623.peg.5982,fig|287.6624.peg.6318,fig|287.6625.peg.5526,fig|287.6657.peg.5659,fig|287.6655.peg.5283,fig|287.6631.peg.5937,fig|287.6628.peg.5827,fig|287.6632.peg.5342,fig|287.6629.peg.5979,fig|287.6635.peg.5546,fig|287.6633.peg.5842,fig|287.6634.peg.6280,fig|287.6637.peg.5837,fig|287.6636.peg.5806,fig|287.6620.peg.5929,fig|287.6630.peg.5761,fig|287.6639.peg.6147,fig|287.6638.peg.5344,fig|287.6627.peg.5429
fig|287.6770.peg.5546,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),fig|287.6613.peg.5616,fig|287.6611.peg.5524,fig|287.6614.peg.6228,fig|287.6616.peg.5506,fig|287.6612.peg.5718,fig|287.6618.peg.5733,fig|287.6615.peg.5885,fig|287.6617.peg.5576,fig|287.6621.peg.5845,fig|287.6619.peg.5336,fig|287.6622.peg.5518,fig|287.6623.peg.5984,fig|287.6624.peg.6320,fig|287.6625.peg.5528,fig|287.6657.peg.5660,fig|287.6655.peg.5285,fig|287.6631.peg.5939,fig|287.6628.peg.5829,fig|287.6632.peg.5344,fig|287.6629.peg.5981,fig|287.6635.peg.5548,fig|287.6633.peg.5844,fig|287.6634.peg.6281,fig|287.6637.peg.5839,fig|287.6636.peg.5807,fig|287.6620.peg.5931,fig|287.6630.peg.5763,fig|287.6639.peg.6148,fig|287.6638.peg.5345,fig|287.6627.peg.5430
fig|287.6770.peg.5547,FIG00958185: hypothetical protein,fig|287.6613.peg.5617,fig|287.6611.peg.5525,fig|287.6614.peg.6229,,fig|287.6612.peg.5719,fig|287.6618.peg.5734,fig|287.6615.peg.5886,fig|287.6617.peg.5577,fig|287.6621.peg.5846,fig|287.6619.peg.5337,fig|287.6622.peg.5519,fig|287.6623.peg.5985,fig|287.6624.peg.6321,fig|287.6625.peg.5529,,fig|287.6655.peg.5286,fig|287.6631.peg.5940,fig|287.6628.peg.5830,fig|287.6632.peg.5345,fig|287.6629.peg.5982,fig|287.6635.peg.5549,fig|287.6633.peg.5845,fig|287.6634.peg.6282,fig|287.6637.peg.5840,fig|287.6636.peg.5808,fig|287.6620.peg.5932,fig|287.6630.peg.5764,fig|287.6639.peg.6149,fig|287.6638.peg.5346,fig|287.6627.peg.5431
fig|287.6770.peg.5548,Sensory box/GGDEF family protein,fig|287.6613.peg.5618,fig|287.6611.peg.5526,fig|287.6614.peg.6230,fig|287.6616.peg.5507,fig|287.6612.peg.5720,fig|287.6618.peg.5735,fig|287.6615.peg.5887,fig|287.6617.peg.5578,fig|287.6621.peg.5847,fig|287.6619.peg.5338,fig|287.6622.peg.5520,fig|287.6623.peg.5986,fig|287.6624.peg.6322,fig|287.6625.peg.5530,fig|287.6657.peg.5661,fig|287.6655.peg.5287,fig|287.6631.peg.5941,fig|287.6628.peg.5831,fig|287.6632.peg.5346,fig|287.6629.peg.5983,fig|287.6635.peg.5550,fig|287.6633.peg.5846,fig|287.6634.peg.6283,fig|287.6637.peg.5841,fig|287.6636.peg.5809,fig|287.6620.peg.5933,fig|287.6630.peg.5765,fig|287.6639.peg.6150,fig|287.6638.peg.5347,fig|287.6627.peg.5432
fig|287.6770.peg.5549,Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11),fig|287.6613.peg.5619,fig|287.6611.peg.5527,fig|287.6614.peg.6231,fig|287.6616.peg.5508,fig|287.6612.peg.5721,fig|287.6618.peg.5736,,fig|287.6617.peg.5579,fig|287.6621.peg.5848,fig|287.6619.peg.5339,fig|287.6622.peg.5521,fig|287.6623.peg.5987,fig|287.6624.peg.6323,fig|287.6625.peg.5531,fig|287.6657.peg.5662,fig|287.6655.peg.5288,fig|287.6631.peg.5942,,fig|287.6632.peg.5347,fig|287.6629.peg.5984,fig|287.6635.peg.5551,fig|287.6633.peg.5847,fig|287.6634.peg.6284,fig|287.6637.peg.5842,fig|287.6636.peg.5810,fig|287.6620.peg.5934,fig|287.6630.peg.5766,fig|287.6639.peg.6151,fig|287.6638.peg.5348,fig|287.6627.peg.5433
fig|287.6770.peg.554,Nitrite reductase associated c-type cytochorome NirN,fig|287.6613.peg.544,fig|287.6611.peg.545,fig|287.6614.peg.549,fig|287.6616.peg.539,fig|287.6612.peg.546,fig|287.6618.peg.529,fig|287.6615.peg.562,fig|287.6617.peg.548,fig|287.6621.peg.615,fig|287.6619.peg.559,fig|287.6622.peg.607,fig|287.6623.peg.609,fig|287.6624.peg.550,fig|287.6625.peg.534,fig|287.6657.peg.612,fig|287.6655.peg.543,fig|287.6631.peg.553,fig|287.6628.peg.557,fig|287.6632.peg.544,fig|287.6629.peg.598,fig|287.6635.peg.548,fig|287.6633.peg.544,fig|287.6634.peg.552,fig|287.6637.peg.636,fig|287.6636.peg.541,fig|287.6620.peg.548,fig|287.6630.peg.563,fig|287.6639.peg.552,fig|287.6638.peg.544,fig|287.6627.peg.532
fig|287.6770.peg.5550,23S rRNA (adenine(2030)-N(6))-methyltransferase (EC 2.1.1.266),fig|287.6613.peg.5620,fig|287.6611.peg.5528,fig|287.6614.peg.6232,fig|287.6616.peg.5509,fig|287.6612.peg.5722,fig|287.6618.peg.5737,fig|287.6615.peg.5913,fig|287.6617.peg.5580,fig|287.6621.peg.5849,fig|287.6619.peg.5340,fig|287.6622.peg.5522,fig|287.6623.peg.5988,fig|287.6624.peg.6324,fig|287.6625.peg.5532,fig|287.6657.peg.5663,fig|287.6655.peg.5289,fig|287.6631.peg.5943,fig|287.6628.peg.5858,fig|287.6632.peg.5348,fig|287.6629.peg.5985,fig|287.6635.peg.5552,fig|287.6633.peg.5848,fig|287.6634.peg.6285,fig|287.6637.peg.5843,fig|287.6636.peg.5811,fig|287.6620.peg.5935,fig|287.6630.peg.5767,fig|287.6639.peg.6152,fig|287.6638.peg.5349,fig|287.6627.peg.5434
fig|287.6770.peg.5551,3-methylmercaptopropionyl-CoA dehydrogenase (DmdC),fig|287.6613.peg.5621,fig|287.6611.peg.5529,fig|287.6614.peg.6233,fig|287.6616.peg.5510,fig|287.6612.peg.5723,fig|287.6618.peg.5738,fig|287.6615.peg.5914,fig|287.6617.peg.5581,fig|287.6621.peg.5850,fig|287.6619.peg.5341,fig|287.6622.peg.5523,fig|287.6623.peg.5989,fig|287.6624.peg.6325,fig|287.6625.peg.5533,fig|287.6657.peg.5664,fig|287.6655.peg.5290,fig|287.6631.peg.5944,fig|287.6628.peg.5859,fig|287.6632.peg.5349,fig|287.6629.peg.5986,fig|287.6635.peg.5553,fig|287.6633.peg.5849,fig|287.6634.peg.6286,fig|287.6637.peg.5844,fig|287.6636.peg.5812,fig|287.6620.peg.5936,fig|287.6630.peg.5768,fig|287.6639.peg.6153,fig|287.6638.peg.5350,fig|287.6627.peg.5435
fig|287.6770.peg.5552,FIG00955719: hypothetical protein,fig|287.6613.peg.5622,fig|287.6611.peg.5530,,fig|287.6616.peg.5511,fig|287.6612.peg.5724,fig|287.6618.peg.5739,fig|287.6615.peg.5915,fig|287.6617.peg.5582,fig|287.6621.peg.5851,fig|287.6619.peg.5342,fig|287.6622.peg.5524,fig|287.6623.peg.5990,,fig|287.6625.peg.5534,,fig|287.6655.peg.5291,fig|287.6631.peg.5945,fig|287.6628.peg.5860,fig|287.6632.peg.5350,,fig|287.6635.peg.5554,fig|287.6633.peg.5850,,fig|287.6637.peg.5845,fig|287.6636.peg.5813,fig|287.6620.peg.5937,fig|287.6630.peg.5769,fig|287.6639.peg.6154,fig|287.6638.peg.5351,fig|287.6627.peg.5436
fig|287.6770.peg.5553,K(+)/H(+) antiporter NhaP2,fig|287.6613.peg.5623,fig|287.6611.peg.5531,fig|287.6614.peg.6287,fig|287.6616.peg.5512,fig|287.6612.peg.5725,fig|287.6618.peg.5740,,fig|287.6617.peg.5583,fig|287.6621.peg.5852,fig|287.6619.peg.5343,fig|287.6622.peg.5525,fig|287.6623.peg.5991,fig|287.6624.peg.6379,fig|287.6625.peg.5535,fig|287.6657.peg.5665,fig|287.6655.peg.5292,fig|287.6631.peg.5946,fig|287.6628.peg.5861,fig|287.6632.peg.5351,fig|287.6629.peg.5987,,fig|287.6633.peg.5851,fig|287.6634.peg.6340,fig|287.6637.peg.5846,fig|287.6636.peg.5814,fig|287.6620.peg.5938,,fig|287.6639.peg.6155,fig|287.6638.peg.5352,fig|287.6627.peg.5437
fig|287.6770.peg.5554,Mechanosensitive channel MscK,fig|287.6613.peg.5624,fig|287.6611.peg.5532,fig|287.6614.peg.6288,fig|287.6616.peg.5513,fig|287.6612.peg.5726,fig|287.6618.peg.5741,,fig|287.6617.peg.5584,fig|287.6621.peg.5853,fig|287.6619.peg.5344,fig|287.6622.peg.5526,fig|287.6623.peg.5992,fig|287.6624.peg.6380,fig|287.6625.peg.5536,fig|287.6657.peg.5666,fig|287.6655.peg.5293,fig|287.6631.peg.5947,fig|287.6628.peg.5862,fig|287.6632.peg.5352,fig|287.6629.peg.5988,fig|287.6635.peg.5557,fig|287.6633.peg.5852,fig|287.6634.peg.6341,fig|287.6637.peg.5847,fig|287.6636.peg.5815,fig|287.6620.peg.5939,fig|287.6630.peg.5772,fig|287.6639.peg.6156,fig|287.6638.peg.5353,fig|287.6627.peg.5438
fig|287.6770.peg.5555,UPF0061 protein YdiU,fig|287.6613.peg.5625,fig|287.6611.peg.5533,fig|287.6614.peg.6289,fig|287.6616.peg.5514,fig|287.6612.peg.5727,fig|287.6618.peg.5742,fig|287.6615.peg.5920,fig|287.6617.peg.5585,fig|287.6621.peg.5854,fig|287.6619.peg.5345,fig|287.6622.peg.5527,fig|287.6623.peg.5993,fig|287.6624.peg.6381,fig|287.6625.peg.5537,fig|287.6657.peg.5667,fig|287.6655.peg.5294,fig|287.6631.peg.5948,fig|287.6628.peg.5863,fig|287.6632.peg.5353,fig|287.6629.peg.5989,fig|287.6635.peg.5558,fig|287.6633.peg.5853,fig|287.6634.peg.6342,fig|287.6637.peg.5848,fig|287.6636.peg.5816,fig|287.6620.peg.5940,fig|287.6630.peg.5773,fig|287.6639.peg.6157,fig|287.6638.peg.5354,fig|287.6627.peg.5439
fig|287.6770.peg.5556,putative membrane protein,fig|287.6613.peg.5626,fig|287.6611.peg.5534,fig|287.6614.peg.6290,fig|287.6616.peg.5515,fig|287.6612.peg.5728,fig|287.6618.peg.5743,fig|287.6615.peg.5921,fig|287.6617.peg.5586,fig|287.6621.peg.5855,fig|287.6619.peg.5346,fig|287.6622.peg.5528,fig|287.6623.peg.5994,fig|287.6624.peg.6382,fig|287.6625.peg.5538,fig|287.6657.peg.5668,fig|287.6655.peg.5295,fig|287.6631.peg.5949,fig|287.6628.peg.5864,fig|287.6632.peg.5354,fig|287.6629.peg.5990,fig|287.6635.peg.5559,fig|287.6633.peg.5854,fig|287.6634.peg.6343,fig|287.6637.peg.5849,fig|287.6636.peg.5817,fig|287.6620.peg.5941,fig|287.6630.peg.5774,fig|287.6639.peg.6158,fig|287.6638.peg.5355,fig|287.6627.peg.5440
fig|287.6770.peg.5557,O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48),fig|287.6613.peg.5627,fig|287.6611.peg.5535,fig|287.6614.peg.6291,fig|287.6616.peg.5516,fig|287.6612.peg.5729,fig|287.6618.peg.5744,fig|287.6615.peg.5922,fig|287.6617.peg.5587,fig|287.6621.peg.5856,fig|287.6619.peg.5347,fig|287.6622.peg.5529,fig|287.6623.peg.5995,fig|287.6624.peg.6383,fig|287.6625.peg.5539,fig|287.6657.peg.5669,fig|287.6655.peg.5296,fig|287.6631.peg.5950,fig|287.6628.peg.5865,fig|287.6632.peg.5355,fig|287.6629.peg.5991,fig|287.6635.peg.5560,fig|287.6633.peg.5855,fig|287.6634.peg.6344,fig|287.6637.peg.5850,fig|287.6636.peg.5818,fig|287.6620.peg.5942,fig|287.6630.peg.5775,fig|287.6639.peg.6159,fig|287.6638.peg.5356,fig|287.6627.peg.5441
fig|287.6770.peg.5558,hypothetical protein,fig|287.6613.peg.5628,fig|287.6611.peg.5536,fig|287.6614.peg.6292,fig|287.6616.peg.5517,fig|287.6612.peg.5730,fig|287.6618.peg.5745,fig|287.6615.peg.5923,fig|287.6617.peg.5588,fig|287.6621.peg.5857,fig|287.6619.peg.5348,fig|287.6622.peg.5530,fig|287.6623.peg.5996,fig|287.6624.peg.6384,fig|287.6625.peg.5540,fig|287.6657.peg.5670,fig|287.6655.peg.5297,fig|287.6631.peg.5951,fig|287.6628.peg.5866,fig|287.6632.peg.5356,fig|287.6629.peg.5992,fig|287.6635.peg.5561,fig|287.6633.peg.5856,fig|287.6634.peg.6345,fig|287.6637.peg.5851,fig|287.6636.peg.5819,fig|287.6620.peg.5943,fig|287.6630.peg.5776,fig|287.6639.peg.6160,fig|287.6638.peg.5357,fig|287.6627.peg.5442
fig|287.6770.peg.5559,Universal stress protein UspA and related nucleotide-binding proteins,fig|287.6613.peg.5629,fig|287.6611.peg.5537,fig|287.6614.peg.6293,fig|287.6616.peg.5518,fig|287.6612.peg.5731,fig|287.6618.peg.5746,fig|287.6615.peg.5924,fig|287.6617.peg.5589,fig|287.6621.peg.5858,fig|287.6619.peg.5349,fig|287.6622.peg.5531,fig|287.6623.peg.5997,fig|287.6624.peg.6385,fig|287.6625.peg.5541,fig|287.6657.peg.5671,fig|287.6655.peg.5298,fig|287.6631.peg.5952,fig|287.6628.peg.5867,fig|287.6632.peg.5357,fig|287.6629.peg.5993,fig|287.6635.peg.5562,fig|287.6633.peg.5857,fig|287.6634.peg.6346,fig|287.6637.peg.5852,fig|287.6636.peg.5820,fig|287.6620.peg.5944,fig|287.6630.peg.5777,fig|287.6639.peg.6161,fig|287.6638.peg.5358,fig|287.6627.peg.5443
fig|287.6770.peg.555,Uroporphyrinogen-III methyltransferase (EC 2.1.1.107),fig|287.6613.peg.545,fig|287.6611.peg.546,fig|287.6614.peg.550,fig|287.6616.peg.540,fig|287.6612.peg.547,fig|287.6618.peg.530,fig|287.6615.peg.563,fig|287.6617.peg.549,fig|287.6621.peg.616,fig|287.6619.peg.560,fig|287.6622.peg.608,fig|287.6623.peg.610,fig|287.6624.peg.551,fig|287.6625.peg.535,fig|287.6657.peg.613,fig|287.6655.peg.544,fig|287.6631.peg.554,fig|287.6628.peg.558,fig|287.6632.peg.545,fig|287.6629.peg.599,fig|287.6635.peg.549,fig|287.6633.peg.545,fig|287.6634.peg.553,fig|287.6637.peg.637,fig|287.6636.peg.542,fig|287.6620.peg.549,fig|287.6630.peg.564,fig|287.6639.peg.553,fig|287.6638.peg.545,fig|287.6627.peg.533
